MUNICIPIO,REGIAO_ID,NUM_DOSES,ANO
110001 ALTA FLORESTA D\'OESTE,,"32,611",2008
110002 ARIQUEMES,,"140,950",2008
110003 CABIXI,,"8,968",2008
110004 CACOAL,,"102,953",2008
110005 CEREJEIRAS,,"25,119",2008
110006 COLORADO DO OESTE,,"23,335",2008
110007 CORUMBIARA,,"9,300",2008
110008 COSTA MARQUES,,"16,623",2008
110009 ESPIGAO D\'OESTE,,"36,257",2008
110010 GUAJARA-MIRIM,,"64,216",2008
110011 JARU,,"60,702",2008
110012 JI-PARANA,,"142,649",2008
110013 MACHADINHO D\'OESTE,,"43,547",2008
110014 NOVA BRASILANDIA D\'OESTE,,"22,320",2008
110015 OURO PRETO DO OESTE,,"43,917",2008
110018 PIMENTA BUENO,,"42,094",2008
110020 PORTO VELHO,,"491,166",2008
110025 PRESIDENTE MEDICI,,"25,747",2008
110026 RIO CRESPO,,"4,356",2008
110028 ROLIM DE MOURA,,"61,105",2008
110029 SANTA LUZIA D\'OESTE,,"12,443",2008
110030 VILHENA,,"98,154",2008
110032 SAO MIGUEL DO GUAPORE,,"30,056",2008
110033 NOVA MAMORE,,"29,243",2008
110034 ALVORADA D\'OESTE,,"20,296",2008
110037 ALTO ALEGRE DOS PARECIS,,"19,255",2008
110040 ALTO PARAISO,,"20,799",2008
110045 BURITIS,,"55,183",2008
110050 NOVO HORIZONTE DO OESTE,,"13,437",2008
110060 CACAULANDIA,,"7,149",2008
110070 CAMPO NOVO DE RONDONIA,,"18,463",2008
110080 CANDEIAS DO JAMARI,,"21,924",2008
110090 CASTANHEIRAS,,"4,494",2008
110092 CHUPINGUAIA,,"10,945",2008
110094 CUJUBIM,,"16,568",2008
110100 GOVERNADOR JORGE TEIXEIRA,,"17,472",2008
110110 ITAPUA DO OESTE,,"15,631",2008
110120 MINISTRO ANDREAZZA,,"12,613",2008
110130 MIRANTE DA SERRA,,"18,013",2008
110140 MONTE NEGRO,,"26,006",2008
110143 NOVA UNIAO,,"11,271",2008
110145 PARECIS,,"5,554",2008
110146 PIMENTEIRAS DO OESTE,,"3,753",2008
110147 PRIMAVERA DE RONDONIA,,"5,437",2008
110148 SAO FELIPE D\'OESTE,,"8,880",2008
110149 SAO FRANCISCO DO GUAPORE,,"18,720",2008
110150 SERINGUEIRAS,,"16,452",2008
110155 TEIXEIROPOLIS,,"6,734",2008
110160 THEOBROMA,,"12,466",2008
110170 URUPA,,"16,758",2008
110175 VALE DO ANARI,,"11,769",2008
110180 VALE DO PARAISO,,"10,131",2008
120001 ACRELANDIA,,"15,649",2008
120005 ASSIS BRASIL,,"15,473",2008
120010 BRASILEIA,,"28,096",2008
120013 BUJARI,,"11,312",2008
120017 CAPIXABA,,"10,911",2008
120020 CRUZEIRO DO SUL,,"129,037",2008
120025 EPITACIOLANDIA,,"20,156",2008
120030 FEIJO,,"64,209",2008
120032 JORDAO,,"15,705",2008
120033 MANCIO LIMA,,"20,318",2008
120034 MANOEL URBANO,,"11,513",2008
120035 MARECHAL THAUMATURGO,,"20,697",2008
120038 PLACIDO DE CASTRO,,"22,770",2008
120039 PORTO WALTER,,"16,348",2008
120040 RIO BRANCO,,"472,051",2008
120042 RODRIGUES ALVES,,"19,617",2008
120043 SANTA ROSA DO PURUS,,"11,347",2008
120045 SENADOR GUIOMARD,,"28,218",2008
120050 SENA MADUREIRA,,"70,831",2008
120060 TARAUACA,,"61,794",2008
120070 XAPURI,,"18,008",2008
120080 PORTO ACRE,,"17,485",2008
130002 ALVARAES,,"16,694",2008
130006 AMATURA,,"11,940",2008
130008 ANAMA,,"8,608",2008
130010 ANORI,,"15,263",2008
130014 APUI,,"28,464",2008
130020 ATALAIA DO NORTE,,"19,832",2008
130030 AUTAZES,,"62,155",2008
130040 BARCELOS,,"19,987",2008
130050 BARREIRINHA,,"27,203",2008
130060 BENJAMIN CONSTANT,,"61,451",2008
130063 BERURI,,"13,252",2008
130068 BOA VISTA DO RAMOS,,"18,352",2008
130070 BOCA DO ACRE,,"34,719",2008
130080 BORBA,,"47,646",2008
130083 CAAPIRANGA,,"9,761",2008
130090 CANUTAMA,,"14,903",2008
130100 CARAUARI,,"33,683",2008
130110 CAREIRO,,"32,935",2008
130115 CAREIRO DA VARZEA,,"32,882",2008
130120 COARI,,"119,638",2008
130130 CODAJAS,,"22,830",2008
130140 EIRUNEPE,,"43,897",2008
130150 ENVIRA,,"18,735",2008
130160 FONTE BOA,,"34,263",2008
130165 GUAJARA,,"13,287",2008
130170 HUMAITA,,"47,048",2008
130180 IPIXUNA,,"21,066",2008
130185 IRANDUBA,,"55,307",2008
130190 ITACOATIARA,,"122,718",2008
130195 ITAMARATI,,"12,181",2008
130200 ITAPIRANGA,,"9,718",2008
130210 JAPURA,,"7,767",2008
130220 JURUA,,"9,892",2008
130230 JUTAI,,"28,722",2008
130240 LABREA,,"56,504",2008
130250 MANACAPURU,,"127,913",2008
130255 MANAQUIRI,,"24,609",2008
130260 MANAUS,,"2,377,883",2008
130270 MANICORE,,"49,717",2008
130280 MARAA,,"30,534",2008
130290 MAUES,,"72,101",2008
130300 NHAMUNDA,,"19,429",2008
130310 NOVA OLINDA DO NORTE,,"36,671",2008
130320 NOVO AIRAO,,"12,093",2008
130330 NOVO ARIPUANA,,"25,636",2008
130340 PARINTINS,,"142,630",2008
130350 PAUINI,,"21,200",2008
130353 PRESIDENTE FIGUEIREDO,,"35,053",2008
130356 RIO PRETO DA EVA,,"34,702",2008
130360 SANTA ISABEL DO RIO NEGRO,,"17,568",2008
130370 SANTO ANTONIO DO ICA,,"41,104",2008
130380 SAO GABRIEL DA CACHOEIRA,,"127,463",2008
130390 SAO PAULO DE OLIVENCA,,"48,652",2008
130395 SAO SEBASTIAO DO UATUMA,,"11,613",2008
130400 SILVES,,"10,936",2008
130406 TABATINGA,,"88,004",2008
130410 TAPAUA,,"22,946",2008
130420 TEFE,,"103,650",2008
130423 TONANTINS,,"18,956",2008
130426 UARINI,,"13,260",2008
130430 URUCARA,,"19,665",2008
130440 URUCURITUBA,,"14,457",2008
140002 AMAJARI,,"16,965",2008
140005 ALTO ALEGRE,,"25,927",2008
140010 BOA VISTA,,"431,512",2008
140015 BONFIM,,"19,553",2008
140017 CANTA,,"17,842",2008
140020 CARACARAI,,"24,480",2008
140023 CAROEBE,,"13,449",2008
140028 IRACEMA,,"12,656",2008
140030 MUCAJAI,,"17,672",2008
140040 NORMANDIA,,"25,989",2008
140045 PACARAIMA,,"21,385",2008
140047 RORAINOPOLIS,,"25,404",2008
140050 SAO JOAO DA BALIZA,,"9,010",2008
140060 SAO LUIZ,,"7,978",2008
140070 UIRAMUTA,,"32,748",2008
150010 ABAETETUBA,,"160,425",2008
150013 ABEL FIGUEIREDO,,"9,199",2008
150020 ACARA,,"63,910",2008
150030 AFUA,,"45,578",2008
150034 AGUA AZUL DO NORTE,,"27,420",2008
