MUNICIPIO,REGIAO_ID,NUM_DOSES,ANO
110001 ALTA FLORESTA D\'OESTE,,"22,406",2005
110002 ARIQUEMES,,"80,813",2005
110003 CABIXI,,"5,493",2005
110004 CACOAL,,"68,446",2005
110005 CEREJEIRAS,,"15,774",2005
110006 COLORADO DO OESTE,,"17,115",2005
110007 CORUMBIARA,,"8,797",2005
110008 COSTA MARQUES,,"11,584",2005
110009 ESPIGAO D\'OESTE,,"23,752",2005
110010 GUAJARA-MIRIM,,"46,304",2005
110011 JARU,,"43,614",2005
110012 JI-PARANA,,"85,560",2005
110013 MACHADINHO D\'OESTE,,"25,181",2005
110014 NOVA BRASILANDIA D\'OESTE,,"22,623",2005
110015 OURO PRETO DO OESTE,,"30,849",2005
110018 PIMENTA BUENO,,"27,963",2005
110020 PORTO VELHO,,"342,801",2005
110025 PRESIDENTE MEDICI,,"15,463",2005
110026 RIO CRESPO,,"2,518",2005
110028 ROLIM DE MOURA,,"36,881",2005
110029 SANTA LUZIA D\'OESTE,,"7,480",2005
110030 VILHENA,,"56,936",2005
110032 SAO MIGUEL DO GUAPORE,,"20,409",2005
110033 NOVA MAMORE,,"18,474",2005
110034 ALVORADA D\'OESTE,,"18,521",2005
110037 ALTO ALEGRE DOS PARECIS,,"13,981",2005
110040 ALTO PARAISO,,"11,796",2005
110045 BURITIS,,"35,424",2005
110050 NOVO HORIZONTE DO OESTE,,"8,830",2005
110060 CACAULANDIA,,"4,911",2005
110070 CAMPO NOVO DE RONDONIA,,"17,143",2005
110080 CANDEIAS DO JAMARI,,"14,965",2005
110090 CASTANHEIRAS,,"3,662",2005
110092 CHUPINGUAIA,,"5,598",2005
110094 CUJUBIM,,"8,596",2005
110100 GOVERNADOR JORGE TEIXEIRA,,"13,004",2005
110110 ITAPUA DO OESTE,,"14,118",2005
110120 MINISTRO ANDREAZZA,,"7,567",2005
110130 MIRANTE DA SERRA,,"16,176",2005
110140 MONTE NEGRO,,"14,088",2005
110143 NOVA UNIAO,,"7,528",2005
110145 PARECIS,,"3,916",2005
110146 PIMENTEIRAS DO OESTE,,"2,361",2005
110147 PRIMAVERA DE RONDONIA,,"4,792",2005
110148 SAO FELIPE D\'OESTE,,"4,553",2005
110149 SAO FRANCISCO DO GUAPORE,,"14,194",2005
110150 SERINGUEIRAS,,"14,080",2005
110155 TEIXEIROPOLIS,,"4,233",2005
110160 THEOBROMA,,"9,179",2005
110170 URUPA,,"13,056",2005
110175 VALE DO ANARI,,"10,394",2005
110180 VALE DO PARAISO,,"7,072",2005
120001 ACRELANDIA,,"11,621",2005
120005 ASSIS BRASIL,,"6,740",2005
120010 BRASILEIA,,"21,572",2005
120013 BUJARI,,"7,372",2005
120017 CAPIXABA,,"10,053",2005
120020 CRUZEIRO DO SUL,,"110,363",2005
120025 EPITACIOLANDIA,,"14,442",2005
120030 FEIJO,,"31,590",2005
120032 JORDAO,,"3,836",2005
120033 MANCIO LIMA,,"14,298",2005
120034 MANOEL URBANO,,"12,820",2005
120035 MARECHAL THAUMATURGO,,"18,420",2005
120038 PLACIDO DE CASTRO,,"17,004",2005
120039 PORTO WALTER,,"9,738",2005
120040 RIO BRANCO,,"353,347",2005
120042 RODRIGUES ALVES,,"14,339",2005
120043 SANTA ROSA DO PURUS,,"10,068",2005
120045 SENADOR GUIOMARD,,"20,111",2005
120050 SENA MADUREIRA,,"37,661",2005
120060 TARAUACA,,"36,060",2005
120070 XAPURI,,"17,343",2005
120080 PORTO ACRE,,"17,742",2005
130002 ALVARAES,,"15,439",2005
130006 AMATURA,,"11,115",2005
130008 ANAMA,,"8,760",2005
130010 ANORI,,"13,638",2005
130014 APUI,,"12,868",2005
130020 ATALAIA DO NORTE,,"9,023",2005
130030 AUTAZES,,"46,343",2005
130040 BARCELOS,,"18,229",2005
130050 BARREIRINHA,,"23,235",2005
130060 BENJAMIN CONSTANT,,"36,276",2005
130063 BERURI,,"20,453",2005
130068 BOA VISTA DO RAMOS,,"17,164",2005
130070 BOCA DO ACRE,,"21,355",2005
130080 BORBA,,"32,484",2005
130083 CAAPIRANGA,,"12,971",2005
130090 CANUTAMA,,"10,719",2005
130100 CARAUARI,,"30,101",2005
130110 CAREIRO,,"31,234",2005
130115 CAREIRO DA VARZEA,,"26,744",2005
130120 COARI,,"93,467",2005
130130 CODAJAS,,"22,869",2005
130140 EIRUNEPE,,"25,968",2005
130150 ENVIRA,,"13,346",2005
130160 FONTE BOA,,"13,043",2005
130165 GUAJARA,,"15,346",2005
130170 HUMAITA,,"42,348",2005
130180 IPIXUNA,,"20,892",2005
130185 IRANDUBA,,"28,269",2005
130190 ITACOATIARA,,"86,633",2005
130195 ITAMARATI,,"10,131",2005
130200 ITAPIRANGA,,"6,595",2005
130210 JAPURA,,"10,233",2005
130220 JURUA,,"10,831",2005
130230 JUTAI,,"21,481",2005
130240 LABREA,,"35,095",2005
130250 MANACAPURU,,"96,076",2005
130255 MANAQUIRI,,"13,555",2005
130260 MANAUS,,"1,450,854",2005
130270 MANICORE,,"37,585",2005
130280 MARAA,,"15,285",2005
130290 MAUES,,"48,690",2005
130300 NHAMUNDA,,"15,915",2005
130310 NOVA OLINDA DO NORTE,,"22,563",2005
130320 NOVO AIRAO,,"10,314",2005
130330 NOVO ARIPUANA,,"16,192",2005
130340 PARINTINS,,"108,531",2005
130350 PAUINI,,"20,123",2005
130353 PRESIDENTE FIGUEIREDO,,"25,850",2005
130356 RIO PRETO DA EVA,,"14,650",2005
130360 SANTA ISABEL DO RIO NEGRO,,"14,478",2005
130370 SANTO ANTONIO DO ICA,,"38,092",2005
130380 SAO GABRIEL DA CACHOEIRA,,"37,708",2005
130390 SAO PAULO DE OLIVENCA,,"39,780",2005
130395 SAO SEBASTIAO DO UATUMA,,"7,046",2005
130400 SILVES,,"11,268",2005
130406 TABATINGA,,"76,321",2005
130410 TAPAUA,,"24,666",2005
130420 TEFE,,"68,658",2005
130423 TONANTINS,,"14,515",2005
130426 UARINI,,"10,869",2005
130430 URUCARA,,"15,952",2005
130440 URUCURITUBA,,"15,297",2005
140002 AMAJARI,,"15,461",2005
140005 ALTO ALEGRE,,"22,104",2005
140010 BOA VISTA,,"336,515",2005
140015 BONFIM,,"23,160",2005
140017 CANTA,,"16,498",2005
140020 CARACARAI,,"19,586",2005
140023 CAROEBE,,"6,832",2005
140028 IRACEMA,,"8,192",2005
140030 MUCAJAI,,"26,636",2005
140040 NORMANDIA,,"16,685",2005
140045 PACARAIMA,,"37,616",2005
140047 RORAINOPOLIS,,"20,061",2005
140050 SAO JOAO DA BALIZA,,"6,371",2005
140060 SAO LUIZ,,"6,874",2005
140070 UIRAMUTA,,"20,761",2005
150010 ABAETETUBA,,"131,712",2005
150013 ABEL FIGUEIREDO,,"6,848",2005
150020 ACARA,,"60,250",2005
150030 AFUA,,"34,668",2005
150034 AGUA AZUL DO NORTE,,"28,115",2005
150040 ALENQUER,,"46,085",2005
150050 ALMEIRIM,,"42,690",2005
150060 ALTAMIRA,,"112,074",2005
150070 ANAJAS,,"33,131",2005
150080 ANANINDEUA,,"423,139",2005
150085 ANAPU,,"14,506",2005
150090 AUGUSTO CORREA,,"70,181",2005
150095 AURORA DO PARA,,"27,543",2005
150100 AVEIRO,,"17,623",2005
150110 BAGRE,,"19,565",2005
150120 BAIAO,,"25,764",2005
150125 BANNACH,,"3,507",2005
150130 BARCARENA,,"97,955",2005
150140 BELEM,,"1,120,357",2005
150145 BELTERRA,,"19,482",2005
150150 BENEVIDES,,"38,779",2005
150157 BOM JESUS DO TOCANTINS,,"14,537",2005
150160 BONITO,,"11,032",2005
150170 BRAGANCA,,"133,682",2005
150172 BRASIL NOVO,,"16,582",2005
150175 BREJO GRANDE DO ARAGUAIA,,"9,331",2005
150178 BREU BRANCO,,"58,478",2005
150180 BREVES,,"120,313",2005
150190 BUJARU,,"23,476",2005
150195 CACHOEIRA DO PIRIA,,"28,911",2005
150200 CACHOEIRA DO ARARI,,"20,926",2005
150210 CAMETA,,"131,085",2005
150215 CANAA DOS CARAJAS,,"21,026",2005
150220 CAPANEMA,,"69,118",2005
150230 CAPITAO POCO,,"40,188",2005
150240 CASTANHAL,,"150,563",2005
150250 CHAVES,,"24,463",2005
150260 COLARES,,"11,076",2005
150270 CONCEICAO DO ARAGUAIA,,"41,969",2005
150275 CONCORDIA DO PARA,,"22,312",2005
150276 CUMARU DO NORTE,,"10,829",2005
150277 CURIONOPOLIS,,"18,989",2005
150280 CURRALINHO,,"24,550",2005
150285 CURUA,,"12,911",2005
150290 CURUCA,,"31,418",2005
150293 DOM ELISEU,,"41,906",2005
150295 ELDORADO DOS CARAJAS,,"52,591",2005
150300 FARO,,"11,733",2005
150304 FLORESTA DO ARAGUAIA,,"13,311",2005
150307 GARRAFAO DO NORTE,,"22,666",2005
150309 GOIANESIA DO PARA,,"28,246",2005
150310 GURUPA,,"30,428",2005
150320 IGARAPE-ACU,,"29,470",2005
150330 IGARAPE-MIRI,,"69,420",2005
150340 INHANGAPI,,"9,560",2005
150345 IPIXUNA DO PARA,,"25,621",2005
150350 IRITUIA,,"25,930",2005
150360 ITAITUBA,,"153,206",2005
150370 ITUPIRANGA,,"57,936",2005
150375 JACAREACANGA,,"30,281",2005
150380 JACUNDA,,"55,630",2005
150390 JURUTI,,"43,054",2005
150400 LIMOEIRO DO AJURU,,"30,936",2005
150405 MAE DO RIO,,"29,156",2005
150410 MAGALHAES BARATA,,"7,800",2005
150420 MARABA,,"227,552",2005
150430 MARACANA,,"30,791",2005
150440 MARAPANIM,,"27,720",2005
150442 MARITUBA,,"97,173",2005
150445 MEDICILANDIA,,"23,166",2005
150450 MELGACO,,"28,464",2005
150460 MOCAJUBA,,"25,879",2005
150470 MOJU,,"45,966",2005
150480 MONTE ALEGRE,,"61,410",2005
150490 MUANA,,"26,183",2005
150495 NOVA ESPERANCA DO PIRIA,,"27,888",2005
150497 NOVA IPIXUNA,,"16,538",2005
150500 NOVA TIMBOTEUA,,"10,009",2005
150503 NOVO PROGRESSO,,"30,200",2005
150506 NOVO REPARTIMENTO,,"85,857",2005
150510 OBIDOS,,"47,244",2005
150520 OEIRAS DO PARA,,"37,453",2005
150530 ORIXIMINA,,"88,109",2005
150540 OUREM,,"16,678",2005
150543 OURILANDIA DO NORTE,,"23,490",2005
150548 PACAJA,,"50,033",2005
150549 PALESTINA DO PARA,,"8,557",2005
150550 PARAGOMINAS,,"107,622",2005
150553 PARAUAPEBAS,,"142,474",2005
150555 PAU D\'ARCO,,"8,680",2005
150560 PEIXE-BOI,,"9,739",2005
150563 PICARRA,,"16,158",2005
150565 PLACAS,,"18,542",2005
150570 PONTA DE PEDRAS,,"23,546",2005
150580 PORTEL,,"74,547",2005
150590 PORTO DE MOZ,,"24,042",2005
150600 PRAINHA,,"28,212",2005
150610 PRIMAVERA,,"9,121",2005
150611 QUATIPURU,,"14,031",2005
150613 REDENCAO,,"63,767",2005
150616 RIO MARIA,,"13,501",2005
